age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
51,Female,38918,1.3,17,6,8.5,1.87,9.41,7,5.21,2.14,6.51,5.85,69.37,65.51,1.69,0.46,0.18,0.14,0.55,0.12,10.38,35,154,2.05,1,1,298.57,9,8.15,2.99,1.93,18.08,4.46,5.42,4.37,38,10
38,Male,112632,0.8,3,23,7.64,0.27,0.18,6,6.31,6.92,4.39,2.56,69.47,68.28,1.16,0.23,0.2,0.41,0.19,0.18,4.36,0,249,5.73,9,0,370.86,1,5.67,7.37,3.01,22.98,1.71,3.74,4.63,61,5
33,Female,89149,3.54,38,15,8.77,4.4,0.92,9,4.34,9.08,7.2,3.08,90.56,65.02,2.02,0.51,0.13,0.15,0.45,0.4,0.91,19,171,0.45,2,1,193.96,1,6.45,6.01,7.9,24.9,11.85,5.46,5.44,77,9
29,Female,83361,8.17,6,13,9.37,1.56,1.31,8,4.44,4.87,5.85,6.05,84.3,46.87,6.95,0.83,0.27,0.86,0.6,0.44,7.28,20,176,3.37,3,1,48.37,1,5.28,6.8,3.18,22.15,13.2,7.92,5.59,42,3
53,Female,8024,4.54,34,22,5.75,0.44,2.74,5,4.17,5.09,7.19,3.59,60.35,35.63,3.91,0.75,0.17,0.39,0.53,0.15,2.72,6,180,0.46,10,0,371.89,7,7.62,3.11,6.91,24.28,8.28,8.52,2.94,31,5
52,Female,63687,0.46,23,11,6.91,2.1,2.05,6,5.88,5.79,10.0,5.45,65.26,53.53,0.68,0.38,0.3,0.19,0.32,0.85,1.75,9,234,0.75,1,0,42.99,9,4.5,6.77,6.0,29.02,3.37,3.21,2.47,59,9
58,Male,15951,4.93,16,2,6.85,5.53,0.61,4,5.05,7.02,3.48,8.44,82.5,52.6,3.84,0.12,0.45,0.42,0.47,0.57,2.67,32,332,0.22,7,0,227.72,3,6.26,3.93,6.12,22.96,8.32,5.43,7.65,37,7
48,Male,69497,6.38,16,1,8.03,0.45,2.03,2,3.35,3.07,5.72,7.57,88.88,45.25,5.93,0.64,0.18,0.14,0.47,0.39,2.86,42,330,1.98,9,1,27.33,4,2.7,6.0,2.28,20.56,12.65,4.62,4.71,16,7
38,Male,44982,2.96,18,21,5.3,1.45,3.32,7,4.35,3.46,5.81,4.72,52.5,48.81,3.15,0.73,0.44,0.1,0.64,0.24,2.44,24,182,0.36,9,0,144.9,8,3.89,6.77,4.35,20.49,9.54,5.27,2.84,47,6
19,Female,52536,5.37,29,4,7.87,5.16,4.98,4,6.26,2.18,2.03,6.94,58.73,78.34,3.91,0.18,0.08,0.52,0.44,0.15,0.1,49,68,0.69,4,1,301.24,6,4.37,3.4,6.7,29.15,6.67,4.51,2.02,23,9
46,Male,97286,1.89,20,24,6.2,1.41,0.64,9,7.3,7.18,5.89,7.17,71.59,63.6,1.1,0.55,0.11,0.09,0.62,0.83,3.02,31,415,1.26,5,1,1944.69,6,6.06,5.28,6.62,18.44,4.51,5.76,5.05,84,6
43,Male,45996,2.78,23,1,7.07,2.26,0.8,4,7.55,2.36,5.3,4.33,68.78,84.99,1.39,0.32,0.22,0.61,0.25,0.2,7.85,48,131,3.8,2,1,80.99,1,5.34,3.15,6.8,28.07,6.15,3.25,7.37,99,6
15,Other,126362,2.66,26,16,4.16,0.88,1.68,8,4.23,2.8,5.93,5.27,74.89,48.96,1.37,0.59,0.37,0.69,0.33,0.49,14.87,31,249,2.56,8,1,595.66,0,2.2,2.11,4.32,28.39,6.81,6.79,6.19,1,1
57,Male,87604,1.76,10,22,6.56,0.29,5.26,10,7.04,7.16,3.86,4.3,68.09,42.56,1.91,0.04,0.3,0.42,0.93,0.3,3.59,7,171,2.5,7,1,501.47,5,5.99,2.39,9.51,23.41,6.35,4.04,7.68,60,10
55,Other,49778,3.22,37,5,8.35,1.21,0.31,2,9.22,2.93,6.97,7.74,44.38,75.99,1.78,0.05,0.43,0.3,0.4,0.46,2.54,19,62,1.85,5,0,89.91,8,6.31,3.05,7.23,26.91,8.0,8.97,5.77,53,5
39,Female,37974,2.59,34,5,9.5,1.37,0.5,10,6.94,2.82,3.38,4.81,85.66,62.93,1.4,0.36,0.09,0.53,0.77,0.14,3.12,48,24,0.88,6,0,571.9,1,3.61,3.34,9.6,32.74,4.48,3.65,3.13,6,1
40,Female,108961,1.52,39,9,8.99,8.57,2.84,2,3.16,3.78,5.45,6.21,90.89,53.39,2.33,0.37,0.31,0.65,0.43,0.28,7.04,8,331,2.52,1,0,461.0,4,3.16,8.03,7.5,22.09,14.59,5.06,2.18,56,1
21,Female,35074,5.24,4,18,8.73,2.6,0.9,7,3.49,7.95,6.0,2.05,86.52,78.73,4.76,0.07,0.36,0.18,0.52,0.44,3.14,1,226,2.25,4,0,1298.62,10,4.66,3.02,4.58,26.61,7.61,5.06,3.56,55,2
55,Male,22277,3.96,11,1,5.65,9.67,0.82,9,5.42,4.13,8.21,8.05,50.48,88.83,2.4,0.42,0.11,0.52,0.36,0.87,4.78,47,407,4.71,3,1,608.88,2,6.17,1.91,6.77,23.67,5.78,5.64,1.85,27,8
38,Female,108877,4.07,27,19,6.51,2.66,0.91,10,6.97,4.54,9.12,3.0,36.48,92.47,2.93,0.59,0.08,0.11,0.34,0.27,1.97,23,493,0.71,6,0,14.18,4,8.79,8.06,7.77,31.58,4.52,1.72,1.27,55,4
54,Female,20964,5.92,7,7,5.68,0.49,0.58,5,3.51,7.2,8.0,0.5,56.72,82.83,5.56,0.66,0.55,0.83,0.8,0.14,0.78,26,310,0.32,8,1,79.05,1,4.03,4.52,5.41,25.92,8.99,4.37,4.55,85,10
17,Female,28755,5.38,14,16,7.62,2.46,0.59,6,4.2,7.23,4.92,4.37,47.93,72.9,3.24,0.34,0.39,0.33,0.09,0.54,4.5,16,338,1.95,4,1,649.66,3,4.8,3.81,5.63,26.04,11.42,6.54,2.0,15,7
58,Female,38832,13.39,20,20,6.93,4.6,2.69,10,3.82,2.38,6.55,2.83,66.03,65.76,8.12,0.35,0.18,0.17,0.45,0.52,5.33,22,204,2.44,3,1,659.34,10,4.99,6.81,5.27,28.1,14.76,3.31,4.21,79,6
26,Female,127378,4.42,24,6,6.66,0.43,0.3,7,5.08,0.69,7.44,6.43,100.0,44.55,2.07,0.29,0.21,0.23,0.54,0.58,5.08,21,394,1.91,7,1,4.48,2,3.09,3.65,7.62,23.81,7.34,6.74,2.5,61,5
20,Male,71731,5.4,4,19,5.96,1.86,7.12,9,5.76,2.24,5.31,6.86,62.46,58.32,4.13,0.62,0.61,0.23,0.48,0.83,8.01,5,492,1.55,2,0,507.41,9,3.62,3.3,1.45,24.05,6.06,10.0,5.83,85,9
25,Male,48958,4.93,18,21,4.54,1.5,4.87,2,4.13,5.55,7.24,4.37,85.26,43.56,2.37,0.41,0.3,0.49,0.43,0.62,1.66,7,473,2.18,7,0,25.12,10,4.09,10.0,7.49,26.61,6.15,7.26,5.89,36,4
36,Male,52235,3.91,25,23,7.58,0.62,0.79,3,5.63,1.57,6.25,0.0,85.0,97.53,3.64,0.77,0.49,0.34,0.18,0.82,12.96,14,96,1.32,2,0,1106.82,6,3.27,4.68,5.7,26.65,10.13,6.21,4.28,42,6
15,Female,101197,2.97,13,6,5.41,1.9,1.9,3,3.64,4.39,3.69,5.05,69.12,59.79,2.02,0.5,0.18,0.32,0.04,0.72,7.82,16,191,1.1,1,1,902.45,1,6.54,10.0,5.57,25.96,8.13,4.13,2.28,60,4
55,Female,119301,5.23,23,17,6.32,4.02,8.69,7,3.57,7.63,9.46,2.44,77.4,37.17,3.35,0.75,0.55,0.51,0.58,0.52,4.22,25,357,2.42,3,0,702.53,10,1.19,7.15,3.9,22.78,7.23,3.45,2.33,10,2
57,Female,73412,6.26,31,6,9.77,1.55,3.54,5,6.12,7.64,3.4,5.21,83.55,87.32,4.81,0.55,0.42,0.56,0.94,0.27,6.39,22,144,1.77,0,0,807.92,2,1.03,6.17,2.06,14.46,6.9,6.15,1.43,33,7
33,Male,91648,9.12,25,5,7.9,1.97,6.36,7,4.34,6.03,5.26,7.17,56.2,90.93,5.55,0.27,0.05,0.28,0.62,0.83,2.85,47,466,2.91,5,1,55.8,2,6.4,1.95,3.71,20.48,12.04,5.01,5.19,23,5
20,Male,96587,1.87,22,18,4.03,2.26,2.3,7,2.68,5.0,8.97,7.95,55.73,82.35,2.22,0.55,0.57,0.43,0.28,0.48,14.24,28,208,0.72,1,1,1343.6,6,3.55,7.81,7.9,27.53,4.72,8.36,5.34,33,9
36,Female,111981,5.78,28,3,5.55,0.27,0.91,4,2.14,3.36,3.63,10.0,100.0,84.44,3.55,0.34,0.14,0.36,0.72,0.09,4.52,1,89,0.8,7,0,416.45,1,5.52,6.22,6.29,23.89,15.83,6.81,4.55,58,3
13,Male,141116,1.14,38,11,5.47,0.28,0.31,4,6.33,4.55,7.19,7.36,77.84,88.01,0.0,0.45,0.32,0.59,0.36,0.89,3.94,5,119,2.27,9,1,497.92,9,6.63,6.34,6.91,23.39,2.96,5.52,0.0,16,2
41,Male,99212,6.14,31,17,7.73,0.49,1.48,1,4.68,0.0,4.42,6.95,93.2,88.83,3.47,0.77,0.25,0.41,0.25,0.91,12.62,43,308,3.49,4,1,749.38,3,5.82,4.83,4.78,28.96,8.57,4.21,0.38,40,10
58,Male,45868,1.26,27,17,8.51,2.07,1.0,4,3.08,7.62,2.08,8.18,78.98,60.05,0.12,0.52,0.15,0.74,0.19,0.66,5.66,24,152,2.22,0,1,689.29,8,1.61,5.91,8.22,19.79,8.85,7.53,2.38,8,4
34,Male,9539,3.63,16,15,6.85,2.03,0.69,10,4.82,4.25,6.72,4.01,58.62,65.8,2.92,0.9,0.56,0.01,0.52,0.54,5.71,19,174,1.92,1,0,458.51,9,5.73,2.53,1.84,26.52,5.69,5.09,0.09,97,8
41,Male,138207,0.56,13,4,5.9,0.23,0.8,5,6.17,2.95,5.78,7.58,70.92,64.37,0.0,0.44,0.31,0.45,0.48,0.38,5.07,4,63,2.51,9,1,588.02,1,6.34,4.84,6.92,30.07,4.34,4.21,6.61,92,2
37,Male,115334,5.89,23,7,7.38,1.35,2.59,10,0.19,5.09,6.72,5.08,66.91,58.31,3.73,0.45,0.14,0.63,0.59,0.38,1.03,30,104,1.73,4,0,402.69,3,4.33,9.22,3.48,23.96,14.19,5.35,4.24,29,4
28,Female,142421,2.27,14,10,5.62,1.69,1.09,1,5.34,4.97,6.7,6.3,64.69,50.28,0.63,0.58,0.03,0.2,0.89,0.29,5.15,26,265,4.46,9,0,104.94,7,5.1,2.47,3.09,20.14,8.28,5.87,3.35,73,8
50,Male,102327,2.4,37,19,6.03,1.13,2.07,10,4.6,5.55,3.29,5.2,60.65,69.43,2.51,0.5,0.06,0.52,0.61,0.92,9.04,42,156,1.46,10,0,176.99,2,3.7,2.15,6.43,18.35,10.35,3.01,4.71,54,9
37,Other,38383,2.68,31,20,8.36,1.48,2.75,10,2.69,4.07,5.91,5.3,68.24,61.07,2.92,0.53,0.35,0.34,0.49,0.32,4.24,31,70,0.26,2,1,257.22,5,5.94,7.33,7.7,22.01,7.72,4.16,3.17,32,10
49,Female,128413,2.37,11,10,9.15,3.32,5.77,3,2.14,5.12,8.62,5.06,61.9,60.19,0.24,0.79,0.32,0.36,0.29,0.33,4.54,12,50,1.52,0,0,0.08,9,7.34,5.57,4.78,30.05,5.9,7.27,5.01,81,3
24,Male,134588,6.86,19,21,5.64,1.58,1.16,3,5.38,3.58,4.67,4.2,59.04,70.06,3.49,0.55,0.11,0.22,0.71,0.21,8.46,3,312,0.18,9,0,222.78,9,6.56,5.75,6.64,28.64,9.67,9.25,5.61,48,10
39,Male,42639,6.65,13,4,5.72,1.3,5.33,5,6.83,3.82,7.87,4.12,75.01,83.97,4.53,0.6,0.17,0.25,0.91,0.45,4.87,36,340,0.72,7,1,258.08,9,4.32,6.71,5.67,22.94,7.39,4.72,4.82,4,10
48,Female,8534,0.77,37,18,8.96,2.35,0.73,7,6.61,5.38,4.91,5.26,72.77,61.9,0.0,0.18,0.39,0.22,0.31,0.61,10.41,34,90,2.01,3,0,273.73,1,2.45,1.86,6.47,25.33,4.91,1.95,2.9,94,4
48,Male,109612,6.0,31,20,5.06,7.0,2.16,9,4.66,0.75,4.25,4.56,40.86,83.11,2.51,0.74,0.38,0.53,0.19,0.51,9.94,9,422,3.31,7,1,301.69,5,5.33,6.95,6.73,19.2,9.36,3.6,2.25,63,3
47,Male,136124,8.67,9,13,5.23,1.19,0.36,5,6.46,1.77,7.75,6.28,93.73,84.62,6.76,0.84,0.4,0.41,0.5,0.5,2.4,46,134,4.92,4,1,170.6,7,5.76,4.88,4.86,19.79,10.88,6.79,1.01,60,9
51,Female,32653,5.0,8,20,7.51,1.77,0.26,6,4.02,3.97,6.81,2.94,78.04,43.24,3.13,0.55,0.26,0.3,0.57,0.67,0.51,31,221,1.32,3,0,2083.97,1,6.13,1.58,7.13,14.21,19.24,5.77,3.97,58,7
40,Male,13787,2.46,13,24,6.37,6.27,0.25,2,4.41,1.43,5.85,8.12,65.3,95.37,2.53,0.44,0.05,0.17,0.83,0.36,7.92,40,241,3.75,9,1,25.6,8,6.3,10.0,3.83,27.37,4.44,6.66,5.43,91,7
13,Male,40006,3.66,30,19,8.43,1.37,0.36,2,3.04,0.0,5.67,6.3,57.3,74.09,2.65,0.62,0.62,0.23,0.3,0.74,10.37,32,157,3.33,10,1,83.24,7,6.43,7.57,2.79,15.59,8.87,3.56,3.53,77,1
30,Male,90535,2.98,14,4,9.7,1.34,0.89,9,7.01,8.7,6.89,5.97,83.56,58.99,2.63,0.23,0.4,0.16,0.6,0.61,2.48,6,365,4.42,1,0,464.12,0,7.02,3.85,5.0,23.66,3.97,6.44,5.94,44,10
33,Female,89425,2.29,30,4,7.38,4.62,2.16,8,4.22,1.46,5.17,5.16,85.65,79.17,2.04,0.39,0.06,0.47,0.27,0.25,10.24,33,436,2.31,2,0,1131.8,1,4.0,5.6,8.35,27.94,4.17,4.67,6.21,0,6
49,Female,113869,8.75,9,2,7.4,1.62,0.03,5,3.02,1.67,4.63,9.6,82.92,58.81,6.32,0.26,0.36,0.47,0.33,0.78,2.73,47,115,1.18,6,1,207.49,4,9.33,4.32,5.06,22.72,12.88,5.52,5.9,21,6
56,Female,134859,4.42,17,10,5.93,9.25,0.12,10,1.69,0.32,8.56,6.3,39.75,63.87,2.26,0.58,0.49,0.55,0.62,0.06,4.32,34,77,1.43,7,1,1527.39,5,5.16,4.51,5.48,14.7,12.92,3.88,4.99,20,5
22,Female,61464,8.43,35,23,6.12,4.68,0.12,9,4.75,2.86,8.74,6.37,66.67,48.94,5.61,0.44,0.51,0.55,0.26,0.6,7.86,47,78,2.15,4,0,782.08,7,3.87,6.0,7.27,26.01,15.01,7.78,1.07,73,9
56,Female,52151,4.58,6,2,8.57,1.03,5.17,8,3.74,7.88,3.39,4.86,63.74,57.04,2.79,0.82,0.41,0.55,0.57,0.7,0.68,13,175,1.51,4,1,241.55,10,6.39,4.08,7.94,23.74,17.03,7.2,4.97,16,8
49,Female,92545,1.6,5,14,8.0,0.83,0.63,4,6.84,4.68,5.4,8.78,67.52,68.99,0.21,0.39,0.17,0.47,0.64,0.55,7.33,26,201,4.23,2,1,948.92,5,6.25,5.49,6.52,27.6,4.13,6.25,3.63,56,8
22,Male,55300,2.37,8,11,7.71,2.8,0.23,3,4.55,1.14,5.98,2.52,72.87,84.63,0.0,0.27,0.45,0.16,0.59,0.7,1.81,22,256,2.85,0,0,10.63,7,5.55,5.7,6.25,24.19,3.83,5.06,1.31,89,8
59,Male,45644,3.48,24,13,8.46,0.51,0.05,3,4.48,7.8,4.13,4.46,69.39,64.89,3.43,0.34,0.06,0.26,0.88,0.8,4.53,33,93,2.47,10,1,303.38,9,5.28,7.37,9.13,30.58,5.17,4.01,4.31,28,4
56,Male,21980,2.06,7,18,7.67,0.47,1.38,6,5.47,3.84,4.87,8.17,76.45,55.71,2.13,0.46,0.37,0.29,0.31,0.85,5.92,31,296,1.05,7,0,223.24,2,3.19,4.26,7.56,27.88,3.75,5.45,3.38,31,2
34,Female,99306,2.13,3,9,6.89,2.21,1.52,7,2.81,6.7,7.86,7.39,81.79,82.25,0.73,0.39,0.72,0.19,0.52,0.62,4.16,40,411,1.37,2,1,7.82,4,4.13,6.56,4.83,20.33,4.44,3.56,0.0,69,4
33,Male,85574,1.55,35,24,5.63,0.01,1.58,2,5.23,4.91,6.9,5.6,61.51,57.12,0.79,0.56,0.4,0.31,0.15,0.49,14.38,38,341,3.15,3,1,88.81,8,4.04,6.28,7.53,27.83,2.55,3.71,5.21,71,1
15,Male,47384,4.86,33,16,6.74,1.31,1.64,1,1.52,5.44,7.3,6.42,79.46,75.54,2.57,0.68,0.17,0.16,0.59,0.06,5.07,27,486,2.3,7,0,367.85,8,7.19,6.1,6.53,24.99,10.63,5.93,3.95,71,8
39,Female,50650,3.25,22,0,8.23,1.33,0.84,5,5.4,0.89,9.19,3.15,66.97,77.24,1.24,0.21,0.27,0.5,0.29,0.15,2.44,37,322,0.6,8,1,780.08,0,3.76,5.43,4.95,21.69,7.43,7.46,3.89,87,6
56,Male,21642,2.02,11,0,5.52,4.02,0.01,6,6.92,5.72,3.6,5.04,75.49,79.36,4.15,0.06,0.45,0.25,0.46,0.73,3.47,15,492,2.82,0,1,106.98,5,5.51,6.11,5.48,27.88,2.65,6.78,3.71,5,8
43,Female,116774,1.9,6,8,3.5,1.3,2.08,10,9.45,3.2,5.86,9.39,72.89,51.29,0.71,0.33,0.31,0.17,0.49,0.11,13.36,42,59,1.61,8,1,1086.88,7,6.09,4.77,9.69,18.34,3.7,7.65,3.02,56,4
20,Female,124161,6.59,22,16,6.98,5.5,4.55,9,4.03,3.85,8.06,3.44,61.58,60.66,3.45,0.74,0.04,0.4,0.33,0.93,3.84,1,302,0.4,0,1,312.06,4,1.4,4.3,6.32,20.18,10.54,6.57,0.9,71,10
35,Female,47578,1.76,24,15,8.54,1.23,1.72,3,6.13,8.71,8.67,7.0,73.83,71.88,1.41,0.12,0.41,0.47,0.77,0.47,4.65,34,289,2.17,5,1,47.89,10,3.49,2.72,5.64,23.07,7.3,4.77,4.7,27,4
47,Female,119995,5.99,18,24,7.71,1.18,2.75,8,6.54,3.49,7.2,8.69,75.23,78.46,3.36,0.52,0.07,0.19,0.53,0.85,9.88,45,286,4.61,8,1,106.38,7,8.95,1.56,5.92,23.27,7.45,5.58,2.46,60,5
26,Female,123122,2.09,38,7,7.11,0.91,5.34,4,4.55,5.87,9.38,6.5,78.04,71.62,2.15,0.47,0.29,0.23,0.52,0.44,7.57,25,290,2.99,8,1,1588.95,6,6.51,3.89,2.56,23.93,6.67,6.32,0.68,65,10
54,Female,12470,1.03,33,16,5.69,0.83,0.41,4,7.66,3.9,6.69,6.94,65.52,80.57,2.35,0.31,0.57,0.72,0.91,0.62,8.84,19,61,1.21,6,1,78.34,7,6.44,9.6,7.59,25.54,6.03,5.28,6.88,49,4
14,Male,128581,2.13,14,19,5.04,3.11,2.37,5,7.78,1.68,5.84,5.1,25.72,75.07,1.7,0.36,0.11,0.43,0.04,0.68,0.59,13,385,1.25,4,0,405.26,4,6.95,4.99,7.67,29.27,3.04,3.49,2.06,95,10
14,Female,55691,2.92,22,10,5.24,2.04,1.44,9,4.29,2.68,6.5,10.0,60.82,71.6,1.06,0.5,0.13,0.5,0.31,0.43,6.27,30,197,4.07,10,0,197.7,10,0.77,8.53,2.62,22.42,5.88,6.38,2.77,75,6
17,Other,139293,0.65,34,4,10.36,2.21,0.7,5,4.39,2.09,8.2,5.13,55.51,78.44,0.0,0.64,0.55,0.51,0.51,0.77,7.0,2,24,2.11,7,0,1910.75,6,7.02,1.67,4.3,27.35,5.47,5.82,2.42,62,6
34,Male,34299,6.41,17,11,8.87,1.1,0.27,3,4.81,4.88,9.67,6.28,54.08,81.55,4.5,0.15,0.66,0.49,0.47,0.34,1.61,5,207,2.77,6,1,361.32,3,3.82,4.87,5.94,23.46,7.23,2.7,1.76,10,7
32,Male,119927,2.96,17,11,5.63,5.57,3.44,4,9.45,10.0,7.95,4.24,72.87,64.55,2.12,0.9,0.29,0.28,0.69,0.49,5.3,12,230,0.78,7,0,348.78,9,4.95,5.34,8.81,26.11,11.0,6.19,0.3,45,7
53,Male,72735,0.74,35,11,9.85,1.19,0.18,8,3.02,6.29,7.56,2.42,49.99,69.77,0.0,0.51,0.1,0.22,0.8,0.33,2.36,42,349,0.8,7,0,682.3,6,4.33,5.3,7.0,25.01,5.98,2.72,1.33,41,7
49,Female,21584,3.12,11,4,5.21,2.37,0.95,4,3.54,4.35,8.79,7.65,73.23,63.58,2.03,0.12,0.47,0.37,0.67,0.8,5.2,21,151,2.28,9,0,1526.86,4,0.97,2.34,2.64,23.58,6.05,6.46,3.0,49,8
50,Male,58342,4.12,21,20,7.34,4.25,2.11,10,6.93,6.97,7.59,4.33,73.26,84.67,2.69,0.53,0.39,0.52,0.77,0.18,7.48,28,366,3.88,8,1,318.24,2,7.18,3.66,6.51,25.7,9.22,5.1,4.15,86,8
49,Male,123551,7.66,30,24,8.36,0.99,1.81,8,8.58,6.05,2.66,8.89,100.0,69.7,4.42,0.03,0.37,0.05,0.57,0.5,9.37,40,412,1.77,5,1,1470.64,3,3.08,2.18,6.31,28.74,10.9,3.54,1.87,87,5
30,Female,147707,2.39,24,20,6.71,1.85,0.52,4,3.6,5.03,5.43,7.11,75.61,47.23,1.58,0.79,0.27,0.09,0.78,0.33,5.03,31,351,1.56,9,1,2.47,10,5.11,5.03,3.92,28.2,9.0,4.57,4.04,35,4
55,Male,6845,2.57,8,1,5.91,1.2,3.67,2,4.37,8.49,8.21,5.58,84.65,49.84,1.85,0.61,0.04,0.07,0.27,0.25,0.91,29,343,0.98,6,1,140.17,3,3.03,0.07,7.38,22.69,5.24,5.15,6.06,1,2
18,Female,135833,2.38,15,19,6.88,0.08,0.14,4,6.57,9.89,6.22,3.42,78.31,64.01,0.0,0.86,0.18,0.6,0.39,0.87,7.5,25,374,1.17,9,0,250.38,9,7.5,6.66,3.81,15.8,7.69,7.03,1.27,41,1
43,Female,19938,0.95,30,21,9.93,2.97,0.59,4,5.89,6.49,5.68,10.0,36.78,58.82,0.0,0.15,0.16,0.33,0.99,0.69,4.76,25,348,0.81,9,1,925.58,8,6.21,0.62,9.12,19.63,4.48,4.58,6.52,69,4
44,Female,149767,0.73,34,6,3.68,2.16,3.28,3,6.28,5.34,3.99,3.6,83.56,100.0,0.04,0.92,0.56,0.65,0.85,0.35,3.32,35,63,0.35,1,0,476.91,8,7.29,8.25,4.11,20.97,5.23,4.16,0.0,37,10
22,Male,41331,0.73,8,10,7.1,2.67,1.42,1,1.77,8.39,7.11,7.09,55.89,70.45,0.75,0.57,0.23,0.48,0.23,0.65,2.06,4,437,2.27,2,0,38.77,4,5.81,6.18,6.78,24.21,3.07,3.82,3.99,33,3
52,Female,145945,0.29,25,19,6.5,0.45,5.33,3,5.67,2.62,4.21,6.59,60.39,71.57,0.0,0.11,0.34,0.53,0.38,0.42,4.73,9,245,2.5,0,0,1020.07,2,6.03,7.33,6.33,29.43,4.27,5.36,4.1,57,9
57,Male,43984,2.2,9,10,7.77,1.07,0.77,9,2.99,8.52,5.49,6.95,88.84,82.1,0.82,0.82,0.36,0.35,0.6,0.66,7.09,31,107,0.98,0,0,1029.21,3,3.41,3.46,5.67,26.62,5.87,3.98,4.03,93,2
37,Female,117843,1.14,38,23,4.82,2.15,1.96,10,5.8,8.65,9.02,9.17,51.62,82.91,0.0,0.48,0.5,0.04,0.44,0.78,7.95,16,110,0.6,6,1,165.68,8,4.26,7.29,8.93,23.2,4.79,5.67,4.83,44,3
36,Other,138372,4.2,10,9,7.92,4.54,3.49,6,6.76,4.14,7.4,6.53,68.84,98.03,3.91,0.64,0.08,0.69,0.27,0.58,6.69,36,274,2.13,9,1,205.95,7,2.22,5.5,3.97,18.72,5.28,4.66,4.86,91,10
29,Male,138622,2.75,29,17,6.45,0.24,0.37,3,3.31,1.98,6.77,3.12,100.0,52.08,3.48,0.22,0.19,0.51,0.69,0.7,9.79,20,179,6.73,8,0,222.1,4,4.29,2.85,9.39,15.96,3.71,5.37,4.43,17,5
59,Male,17622,8.3,32,22,7.44,0.38,0.95,1,5.85,4.92,7.3,4.68,61.38,70.77,6.03,0.7,0.36,0.71,0.84,0.81,4.6,44,328,3.18,1,1,929.0,7,7.21,1.08,5.51,22.03,9.74,5.97,1.74,93,2
44,Male,20622,0.58,31,4,6.31,3.72,1.75,5,2.67,0.59,4.31,2.22,97.4,55.73,0.4,0.35,0.16,0.32,0.82,0.4,10.07,12,411,5.64,1,1,22.34,8,5.1,7.11,9.83,18.26,4.64,6.03,0.0,62,5
39,Male,118735,6.08,38,12,7.81,8.11,3.7,4,5.41,4.45,4.77,5.8,76.82,94.24,3.87,0.22,0.13,0.08,0.59,0.23,0.28,41,404,3.25,10,1,364.95,7,4.53,8.91,6.33,21.0,8.9,6.68,4.35,17,2
53,Female,123922,0.99,32,8,5.98,0.61,1.82,4,3.63,4.28,5.62,7.32,42.08,61.91,2.5,0.5,0.44,0.65,0.78,0.12,10.8,45,420,1.79,2,0,304.65,0,7.79,7.35,7.27,29.28,4.69,3.76,3.35,51,10
55,Female,46626,1.21,38,2,8.18,0.19,1.28,9,4.19,5.91,5.69,7.67,78.2,95.03,0.05,0.49,0.37,0.51,0.54,0.48,0.82,32,384,0.23,3,0,183.96,4,7.6,8.27,7.04,27.04,3.63,1.88,8.16,62,2
29,Male,24823,10.6,32,18,4.44,0.94,2.55,1,9.46,7.19,7.52,7.96,43.6,63.09,8.03,0.55,0.19,0.24,0.67,0.66,5.74,17,165,0.52,2,1,640.17,1,6.35,5.43,5.99,15.53,18.31,6.54,3.9,65,1
31,Male,125232,4.48,14,15,6.62,0.16,0.81,7,4.32,4.48,9.79,3.5,87.12,63.64,1.93,0.08,0.27,0.09,0.29,0.7,9.85,6,258,0.54,3,1,760.18,0,5.31,9.86,6.85,18.28,5.79,5.72,5.66,40,9
58,Female,79828,6.53,5,7,8.21,1.59,0.07,1,6.5,7.19,3.1,6.39,39.05,55.31,3.91,0.2,0.16,0.36,0.66,0.21,7.79,11,107,1.23,4,1,1624.15,3,5.18,2.34,5.25,21.9,14.58,9.67,2.33,27,8
45,Male,38955,5.78,28,5,5.91,1.64,1.18,6,6.62,0.66,8.38,3.09,76.33,63.22,6.21,0.93,0.26,0.1,0.18,0.43,5.88,36,313,3.16,1,0,713.69,1,1.69,4.5,3.88,25.85,14.77,5.09,3.51,34,3
20,Female,60227,3.78,9,18,8.32,0.41,3.06,2,1.44,6.96,8.21,7.26,65.62,80.28,2.57,0.68,0.08,0.34,0.55,0.35,5.42,39,323,0.65,1,0,52.45,9,6.54,7.93,7.38,25.34,5.18,4.98,4.29,95,6
55,Female,102030,1.83,4,9,7.98,0.63,1.96,4,5.16,7.68,3.85,6.03,81.82,68.23,1.38,0.82,0.39,0.48,0.61,0.39,4.25,48,172,1.56,1,1,1102.31,10,5.04,2.95,4.57,20.96,3.01,4.75,6.05,95,5
